module_code,course_name,course_provider,course_level,module_name,difficulty_level,keywords,link
BL2644,Expert Blockchain Course,Coursera,Expert,Introduction to Expert Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://coursera.com/blockchain/expert
CL2645,Expert Cloud Computing Course,Coursera,Expert,Advanced Topics in Expert Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://coursera.com/cloud-computing/expert
WE2646,Beginner Web Development Course,LinkedIn Learning,Beginner,Intermediate Concepts in Beginner Web Development Course,Medium,"web development, frontend, backend, full-stack",https://linkedinlearning.com/web-development/beginner
UI2647,Expert UI/UX Design Course,Coursera,Expert,Intermediate Concepts in Expert UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://coursera.com/ui/ux-design/expert
CY2648,Intermediate Cybersecurity Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://linkedinlearning.com/cybersecurity/intermediate
CY2649,Intermediate Cybersecurity Course,Coursera,Intermediate,Introduction to Intermediate Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://coursera.com/cybersecurity/intermediate
CY2650,Beginner Cybersecurity Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner Cybersecurity Course,Hard,"cybersecurity, information security, encryption",https://linkedinlearning.com/cybersecurity/beginner
WE2651,Intermediate Web Development Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate Web Development Course,Medium,"web development, frontend, backend, full-stack",https://googledevelopers.com/web-development/intermediate
MO2652,Expert Mobile App Development Course,edX,Expert,Advanced Topics in Expert Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://edx.com/mobile-app-development/expert
SO2653,Beginner Software Engineering Course,Udemy,Beginner,Introduction to Beginner Software Engineering Course,Easy,"software engineering, programming, coding, development",https://udemy.com/software-engineering/beginner
DE2654,Beginner DevOps Course,edX,Beginner,Introduction to Beginner DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/beginner
DE2655,Beginner DevOps Course,Udemy,Beginner,Advanced Topics in Beginner DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://udemy.com/devops/beginner
BL2656,Expert Blockchain Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert Blockchain Course,Medium,"blockchain, cryptocurrency, smart contracts",https://linkedinlearning.com/blockchain/expert
CY2657,Intermediate Cybersecurity Course,Pluralsight,Intermediate,Intermediate Concepts in Intermediate Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://pluralsight.com/cybersecurity/intermediate
MA2658,Intermediate Machine Learning Course,LinkedIn Learning,Intermediate,Advanced Topics in Intermediate Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://linkedinlearning.com/machine-learning/intermediate
DA2659,Beginner Data Science Course,Google Developers,Beginner,Advanced Topics in Beginner Data Science Course,Hard,"data science, big data, analysis, statistics",https://googledevelopers.com/data-science/beginner
DE2660,Intermediate DevOps Course,Udemy,Intermediate,Advanced Topics in Intermediate DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://udemy.com/devops/intermediate
MO2661,Expert Mobile App Development Course,Google Developers,Expert,Introduction to Expert Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://googledevelopers.com/mobile-app-development/expert
IO2662,Expert IoT Course,Google Developers,Expert,Intermediate Concepts in Expert IoT Course,Medium,"IoT, internet of things, smart devices",https://googledevelopers.com/iot/expert
AI2663,Intermediate AI Course,LinkedIn Learning,Intermediate,Advanced Topics in Intermediate AI Course,Hard,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/intermediate
CY2664,Expert Cybersecurity Course,edX,Expert,Introduction to Expert Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://edx.com/cybersecurity/expert
CL2665,Expert Cloud Computing Course,LinkedIn Learning,Expert,Advanced Topics in Expert Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/expert
SO2666,Expert Software Engineering Course,Udemy,Expert,Intermediate Concepts in Expert Software Engineering Course,Medium,"software engineering, programming, coding, development",https://udemy.com/software-engineering/expert
MO2667,Beginner Mobile App Development Course,edX,Beginner,Intermediate Concepts in Beginner Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://edx.com/mobile-app-development/beginner
AI2668,Expert AI Course,Udemy,Expert,Intermediate Concepts in Expert AI Course,Medium,"AI, deep learning, machine learning",https://udemy.com/ai/expert
AI2669,Expert AI Course,Coursera,Expert,Advanced Topics in Expert AI Course,Hard,"AI, deep learning, machine learning",https://coursera.com/ai/expert
CY2670,Intermediate Cybersecurity Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://linkedinlearning.com/cybersecurity/intermediate
CY2671,Intermediate Cybersecurity Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://googledevelopers.com/cybersecurity/intermediate
AI2672,Beginner AI Course,Coursera,Beginner,Intermediate Concepts in Beginner AI Course,Medium,"AI, deep learning, machine learning",https://coursera.com/ai/beginner
MA2673,Intermediate Machine Learning Course,edX,Intermediate,Introduction to Intermediate Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/intermediate
IO2674,Expert IoT Course,edX,Expert,Intermediate Concepts in Expert IoT Course,Medium,"IoT, internet of things, smart devices",https://edx.com/iot/expert
DE2675,Expert DevOps Course,Coursera,Expert,Advanced Topics in Expert DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://coursera.com/devops/expert
MO2676,Intermediate Mobile App Development Course,Google Developers,Intermediate,Advanced Topics in Intermediate Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://googledevelopers.com/mobile-app-development/intermediate
DA2677,Beginner Data Science Course,Udemy,Beginner,Intermediate Concepts in Beginner Data Science Course,Medium,"data science, big data, analysis, statistics",https://udemy.com/data-science/beginner
SO2678,Expert Software Engineering Course,Google Developers,Expert,Introduction to Expert Software Engineering Course,Easy,"software engineering, programming, coding, development",https://googledevelopers.com/software-engineering/expert
SO2679,Intermediate Software Engineering Course,Coursera,Intermediate,Introduction to Intermediate Software Engineering Course,Easy,"software engineering, programming, coding, development",https://coursera.com/software-engineering/intermediate
DA2680,Beginner Data Science Course,LinkedIn Learning,Beginner,Intermediate Concepts in Beginner Data Science Course,Medium,"data science, big data, analysis, statistics",https://linkedinlearning.com/data-science/beginner
DA2681,Beginner Data Science Course,Udemy,Beginner,Introduction to Beginner Data Science Course,Easy,"data science, big data, analysis, statistics",https://udemy.com/data-science/beginner
BL2682,Expert Blockchain Course,Pluralsight,Expert,Advanced Topics in Expert Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://pluralsight.com/blockchain/expert
DA2683,Intermediate Data Science Course,Pluralsight,Intermediate,Introduction to Intermediate Data Science Course,Easy,"data science, big data, analysis, statistics",https://pluralsight.com/data-science/intermediate
DA2684,Expert Data Science Course,edX,Expert,Introduction to Expert Data Science Course,Easy,"data science, big data, analysis, statistics",https://edx.com/data-science/expert
DA2685,Beginner Data Science Course,Udemy,Beginner,Introduction to Beginner Data Science Course,Easy,"data science, big data, analysis, statistics",https://udemy.com/data-science/beginner
BL2686,Intermediate Blockchain Course,Pluralsight,Intermediate,Intermediate Concepts in Intermediate Blockchain Course,Medium,"blockchain, cryptocurrency, smart contracts",https://pluralsight.com/blockchain/intermediate
IO2687,Intermediate IoT Course,Coursera,Intermediate,Advanced Topics in Intermediate IoT Course,Hard,"IoT, internet of things, smart devices",https://coursera.com/iot/intermediate
MO2688,Intermediate Mobile App Development Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://googledevelopers.com/mobile-app-development/intermediate
DE2689,Intermediate DevOps Course,Coursera,Intermediate,Introduction to Intermediate DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://coursera.com/devops/intermediate
WE2690,Expert Web Development Course,Udemy,Expert,Introduction to Expert Web Development Course,Easy,"web development, frontend, backend, full-stack",https://udemy.com/web-development/expert
WE2691,Expert Web Development Course,Udemy,Expert,Introduction to Expert Web Development Course,Easy,"web development, frontend, backend, full-stack",https://udemy.com/web-development/expert
CL2692,Expert Cloud Computing Course,Google Developers,Expert,Introduction to Expert Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://googledevelopers.com/cloud-computing/expert
MA2693,Intermediate Machine Learning Course,Pluralsight,Intermediate,Advanced Topics in Intermediate Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/intermediate
WE2694,Expert Web Development Course,Pluralsight,Expert,Introduction to Expert Web Development Course,Easy,"web development, frontend, backend, full-stack",https://pluralsight.com/web-development/expert
MA2695,Intermediate Machine Learning Course,LinkedIn Learning,Intermediate,Advanced Topics in Intermediate Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://linkedinlearning.com/machine-learning/intermediate
CY2696,Intermediate Cybersecurity Course,LinkedIn Learning,Intermediate,Introduction to Intermediate Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://linkedinlearning.com/cybersecurity/intermediate
BL2697,Intermediate Blockchain Course,Google Developers,Intermediate,Introduction to Intermediate Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://googledevelopers.com/blockchain/intermediate
MA2698,Intermediate Machine Learning Course,Pluralsight,Intermediate,Introduction to Intermediate Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/intermediate
BL2699,Intermediate Blockchain Course,edX,Intermediate,Advanced Topics in Intermediate Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://edx.com/blockchain/intermediate
IO2700,Beginner IoT Course,Udemy,Beginner,Advanced Topics in Beginner IoT Course,Hard,"IoT, internet of things, smart devices",https://udemy.com/iot/beginner
CL2701,Beginner Cloud Computing Course,Pluralsight,Beginner,Introduction to Beginner Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://pluralsight.com/cloud-computing/beginner
CL2702,Beginner Cloud Computing Course,LinkedIn Learning,Beginner,Introduction to Beginner Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/beginner
UI2703,Intermediate UI/UX Design Course,edX,Intermediate,Intermediate Concepts in Intermediate UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://edx.com/ui/ux-design/intermediate
SO2704,Beginner Software Engineering Course,Coursera,Beginner,Advanced Topics in Beginner Software Engineering Course,Hard,"software engineering, programming, coding, development",https://coursera.com/software-engineering/beginner
WE2705,Beginner Web Development Course,Google Developers,Beginner,Introduction to Beginner Web Development Course,Easy,"web development, frontend, backend, full-stack",https://googledevelopers.com/web-development/beginner
DA2706,Intermediate Data Science Course,Google Developers,Intermediate,Advanced Topics in Intermediate Data Science Course,Hard,"data science, big data, analysis, statistics",https://googledevelopers.com/data-science/intermediate
SO2707,Expert Software Engineering Course,LinkedIn Learning,Expert,Introduction to Expert Software Engineering Course,Easy,"software engineering, programming, coding, development",https://linkedinlearning.com/software-engineering/expert
BL2708,Beginner Blockchain Course,Google Developers,Beginner,Introduction to Beginner Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://googledevelopers.com/blockchain/beginner
AI2709,Expert AI Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert AI Course,Medium,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/expert
SO2710,Beginner Software Engineering Course,Google Developers,Beginner,Intermediate Concepts in Beginner Software Engineering Course,Medium,"software engineering, programming, coding, development",https://googledevelopers.com/software-engineering/beginner
IO2711,Expert IoT Course,edX,Expert,Introduction to Expert IoT Course,Easy,"IoT, internet of things, smart devices",https://edx.com/iot/expert
IO2712,Expert IoT Course,Coursera,Expert,Advanced Topics in Expert IoT Course,Hard,"IoT, internet of things, smart devices",https://coursera.com/iot/expert
AI2713,Expert AI Course,Coursera,Expert,Introduction to Expert AI Course,Easy,"AI, deep learning, machine learning",https://coursera.com/ai/expert
DE2714,Beginner DevOps Course,Coursera,Beginner,Advanced Topics in Beginner DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://coursera.com/devops/beginner
DE2715,Intermediate DevOps Course,LinkedIn Learning,Intermediate,Advanced Topics in Intermediate DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://linkedinlearning.com/devops/intermediate
IO2716,Beginner IoT Course,edX,Beginner,Intermediate Concepts in Beginner IoT Course,Medium,"IoT, internet of things, smart devices",https://edx.com/iot/beginner
AI2717,Beginner AI Course,Coursera,Beginner,Introduction to Beginner AI Course,Easy,"AI, deep learning, machine learning",https://coursera.com/ai/beginner
CY2718,Expert Cybersecurity Course,Coursera,Expert,Intermediate Concepts in Expert Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://coursera.com/cybersecurity/expert
DE2719,Intermediate DevOps Course,Pluralsight,Intermediate,Introduction to Intermediate DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://pluralsight.com/devops/intermediate
SO2720,Expert Software Engineering Course,edX,Expert,Advanced Topics in Expert Software Engineering Course,Hard,"software engineering, programming, coding, development",https://edx.com/software-engineering/expert
IO2721,Expert IoT Course,Pluralsight,Expert,Advanced Topics in Expert IoT Course,Hard,"IoT, internet of things, smart devices",https://pluralsight.com/iot/expert
DE2722,Beginner DevOps Course,Coursera,Beginner,Intermediate Concepts in Beginner DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://coursera.com/devops/beginner
SO2723,Expert Software Engineering Course,Google Developers,Expert,Advanced Topics in Expert Software Engineering Course,Hard,"software engineering, programming, coding, development",https://googledevelopers.com/software-engineering/expert
MO2724,Beginner Mobile App Development Course,Google Developers,Beginner,Introduction to Beginner Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://googledevelopers.com/mobile-app-development/beginner
DA2725,Beginner Data Science Course,Coursera,Beginner,Introduction to Beginner Data Science Course,Easy,"data science, big data, analysis, statistics",https://coursera.com/data-science/beginner
CY2726,Expert Cybersecurity Course,Coursera,Expert,Advanced Topics in Expert Cybersecurity Course,Hard,"cybersecurity, information security, encryption",https://coursera.com/cybersecurity/expert
MA2727,Intermediate Machine Learning Course,Coursera,Intermediate,Intermediate Concepts in Intermediate Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://coursera.com/machine-learning/intermediate
MO2728,Intermediate Mobile App Development Course,Pluralsight,Intermediate,Introduction to Intermediate Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://pluralsight.com/mobile-app-development/intermediate
CY2729,Beginner Cybersecurity Course,edX,Beginner,Intermediate Concepts in Beginner Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://edx.com/cybersecurity/beginner
AI2730,Intermediate AI Course,Pluralsight,Intermediate,Intermediate Concepts in Intermediate AI Course,Medium,"AI, deep learning, machine learning",https://pluralsight.com/ai/intermediate
MA2731,Expert Machine Learning Course,Pluralsight,Expert,Intermediate Concepts in Expert Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/expert
IO2732,Beginner IoT Course,Google Developers,Beginner,Intermediate Concepts in Beginner IoT Course,Medium,"IoT, internet of things, smart devices",https://googledevelopers.com/iot/beginner
AI2733,Intermediate AI Course,Udemy,Intermediate,Intermediate Concepts in Intermediate AI Course,Medium,"AI, deep learning, machine learning",https://udemy.com/ai/intermediate
CY2734,Expert Cybersecurity Course,Coursera,Expert,Introduction to Expert Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://coursera.com/cybersecurity/expert
SO2735,Intermediate Software Engineering Course,Udemy,Intermediate,Advanced Topics in Intermediate Software Engineering Course,Hard,"software engineering, programming, coding, development",https://udemy.com/software-engineering/intermediate
DE2736,Intermediate DevOps Course,edX,Intermediate,Intermediate Concepts in Intermediate DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/intermediate
CY2737,Beginner Cybersecurity Course,Google Developers,Beginner,Intermediate Concepts in Beginner Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://googledevelopers.com/cybersecurity/beginner
AI2738,Expert AI Course,Pluralsight,Expert,Advanced Topics in Expert AI Course,Hard,"AI, deep learning, machine learning",https://pluralsight.com/ai/expert
IO2739,Expert IoT Course,Pluralsight,Expert,Intermediate Concepts in Expert IoT Course,Medium,"IoT, internet of things, smart devices",https://pluralsight.com/iot/expert
IO2740,Expert IoT Course,Coursera,Expert,Advanced Topics in Expert IoT Course,Hard,"IoT, internet of things, smart devices",https://coursera.com/iot/expert
CY2741,Beginner Cybersecurity Course,Coursera,Beginner,Advanced Topics in Beginner Cybersecurity Course,Hard,"cybersecurity, information security, encryption",https://coursera.com/cybersecurity/beginner
CY2742,Expert Cybersecurity Course,edX,Expert,Advanced Topics in Expert Cybersecurity Course,Hard,"cybersecurity, information security, encryption",https://edx.com/cybersecurity/expert
AI2743,Intermediate AI Course,edX,Intermediate,Introduction to Intermediate AI Course,Easy,"AI, deep learning, machine learning",https://edx.com/ai/intermediate
WE2744,Intermediate Web Development Course,Udemy,Intermediate,Intermediate Concepts in Intermediate Web Development Course,Medium,"web development, frontend, backend, full-stack",https://udemy.com/web-development/intermediate
AI2745,Expert AI Course,Coursera,Expert,Introduction to Expert AI Course,Easy,"AI, deep learning, machine learning",https://coursera.com/ai/expert
UI2746,Expert UI/UX Design Course,Google Developers,Expert,Advanced Topics in Expert UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://googledevelopers.com/ui/ux-design/expert
WE2747,Intermediate Web Development Course,Pluralsight,Intermediate,Intermediate Concepts in Intermediate Web Development Course,Medium,"web development, frontend, backend, full-stack",https://pluralsight.com/web-development/intermediate
DE2748,Beginner DevOps Course,Pluralsight,Beginner,Intermediate Concepts in Beginner DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://pluralsight.com/devops/beginner
DA2749,Expert Data Science Course,edX,Expert,Advanced Topics in Expert Data Science Course,Hard,"data science, big data, analysis, statistics",https://edx.com/data-science/expert
CY2750,Intermediate Cybersecurity Course,Pluralsight,Intermediate,Intermediate Concepts in Intermediate Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://pluralsight.com/cybersecurity/intermediate
CY2751,Beginner Cybersecurity Course,edX,Beginner,Introduction to Beginner Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://edx.com/cybersecurity/beginner
CL2752,Beginner Cloud Computing Course,Udemy,Beginner,Intermediate Concepts in Beginner Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://udemy.com/cloud-computing/beginner
CL2753,Intermediate Cloud Computing Course,LinkedIn Learning,Intermediate,Introduction to Intermediate Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/intermediate
BL2754,Expert Blockchain Course,Pluralsight,Expert,Advanced Topics in Expert Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://pluralsight.com/blockchain/expert
MO2755,Beginner Mobile App Development Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://linkedinlearning.com/mobile-app-development/beginner
CL2756,Expert Cloud Computing Course,edX,Expert,Advanced Topics in Expert Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://edx.com/cloud-computing/expert
CL2757,Beginner Cloud Computing Course,Udemy,Beginner,Introduction to Beginner Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://udemy.com/cloud-computing/beginner
AI2758,Expert AI Course,Udemy,Expert,Intermediate Concepts in Expert AI Course,Medium,"AI, deep learning, machine learning",https://udemy.com/ai/expert
IO2759,Beginner IoT Course,Google Developers,Beginner,Intermediate Concepts in Beginner IoT Course,Medium,"IoT, internet of things, smart devices",https://googledevelopers.com/iot/beginner
UI2760,Expert UI/UX Design Course,Udemy,Expert,Advanced Topics in Expert UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://udemy.com/ui/ux-design/expert
CL2761,Expert Cloud Computing Course,edX,Expert,Introduction to Expert Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://edx.com/cloud-computing/expert
WE2762,Expert Web Development Course,edX,Expert,Advanced Topics in Expert Web Development Course,Hard,"web development, frontend, backend, full-stack",https://edx.com/web-development/expert
MA2763,Intermediate Machine Learning Course,Pluralsight,Intermediate,Intermediate Concepts in Intermediate Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/intermediate
MO2764,Intermediate Mobile App Development Course,Udemy,Intermediate,Advanced Topics in Intermediate Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://udemy.com/mobile-app-development/intermediate
WE2765,Intermediate Web Development Course,Google Developers,Intermediate,Introduction to Intermediate Web Development Course,Easy,"web development, frontend, backend, full-stack",https://googledevelopers.com/web-development/intermediate
CL2766,Intermediate Cloud Computing Course,Coursera,Intermediate,Intermediate Concepts in Intermediate Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://coursera.com/cloud-computing/intermediate
AI2767,Beginner AI Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner AI Course,Hard,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/beginner
AI2768,Beginner AI Course,edX,Beginner,Intermediate Concepts in Beginner AI Course,Medium,"AI, deep learning, machine learning",https://edx.com/ai/beginner
CL2769,Expert Cloud Computing Course,edX,Expert,Introduction to Expert Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://edx.com/cloud-computing/expert
AI2770,Intermediate AI Course,edX,Intermediate,Advanced Topics in Intermediate AI Course,Hard,"AI, deep learning, machine learning",https://edx.com/ai/intermediate
MA2771,Expert Machine Learning Course,LinkedIn Learning,Expert,Introduction to Expert Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://linkedinlearning.com/machine-learning/expert
BL2772,Expert Blockchain Course,LinkedIn Learning,Expert,Introduction to Expert Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://linkedinlearning.com/blockchain/expert
AI2773,Intermediate AI Course,Pluralsight,Intermediate,Advanced Topics in Intermediate AI Course,Hard,"AI, deep learning, machine learning",https://pluralsight.com/ai/intermediate
IO2774,Expert IoT Course,Udemy,Expert,Advanced Topics in Expert IoT Course,Hard,"IoT, internet of things, smart devices",https://udemy.com/iot/expert
WE2775,Beginner Web Development Course,Pluralsight,Beginner,Intermediate Concepts in Beginner Web Development Course,Medium,"web development, frontend, backend, full-stack",https://pluralsight.com/web-development/beginner
BL2776,Intermediate Blockchain Course,Pluralsight,Intermediate,Advanced Topics in Intermediate Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://pluralsight.com/blockchain/intermediate
CY2777,Beginner Cybersecurity Course,Udemy,Beginner,Introduction to Beginner Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://udemy.com/cybersecurity/beginner
MO2778,Beginner Mobile App Development Course,LinkedIn Learning,Beginner,Introduction to Beginner Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://linkedinlearning.com/mobile-app-development/beginner
BL2779,Intermediate Blockchain Course,Coursera,Intermediate,Advanced Topics in Intermediate Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://coursera.com/blockchain/intermediate
UI2780,Beginner UI/UX Design Course,Pluralsight,Beginner,Intermediate Concepts in Beginner UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://pluralsight.com/ui/ux-design/beginner
AI2781,Expert AI Course,Udemy,Expert,Intermediate Concepts in Expert AI Course,Medium,"AI, deep learning, machine learning",https://udemy.com/ai/expert
IO2782,Intermediate IoT Course,Google Developers,Intermediate,Advanced Topics in Intermediate IoT Course,Hard,"IoT, internet of things, smart devices",https://googledevelopers.com/iot/intermediate
IO2783,Expert IoT Course,Udemy,Expert,Advanced Topics in Expert IoT Course,Hard,"IoT, internet of things, smart devices",https://udemy.com/iot/expert
DA2784,Expert Data Science Course,edX,Expert,Introduction to Expert Data Science Course,Easy,"data science, big data, analysis, statistics",https://edx.com/data-science/expert
AI2785,Intermediate AI Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate AI Course,Medium,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/intermediate
CL2786,Expert Cloud Computing Course,edX,Expert,Introduction to Expert Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://edx.com/cloud-computing/expert
SO2787,Beginner Software Engineering Course,edX,Beginner,Advanced Topics in Beginner Software Engineering Course,Hard,"software engineering, programming, coding, development",https://edx.com/software-engineering/beginner
MA2788,Intermediate Machine Learning Course,edX,Intermediate,Advanced Topics in Intermediate Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/intermediate
DE2789,Expert DevOps Course,edX,Expert,Introduction to Expert DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/expert
SO2790,Beginner Software Engineering Course,LinkedIn Learning,Beginner,Introduction to Beginner Software Engineering Course,Easy,"software engineering, programming, coding, development",https://linkedinlearning.com/software-engineering/beginner
AI2791,Intermediate AI Course,edX,Intermediate,Advanced Topics in Intermediate AI Course,Hard,"AI, deep learning, machine learning",https://edx.com/ai/intermediate
DA2792,Beginner Data Science Course,Coursera,Beginner,Intermediate Concepts in Beginner Data Science Course,Medium,"data science, big data, analysis, statistics",https://coursera.com/data-science/beginner
CY2793,Expert Cybersecurity Course,edX,Expert,Introduction to Expert Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://edx.com/cybersecurity/expert
WE2794,Beginner Web Development Course,Pluralsight,Beginner,Advanced Topics in Beginner Web Development Course,Hard,"web development, frontend, backend, full-stack",https://pluralsight.com/web-development/beginner
MO2795,Expert Mobile App Development Course,LinkedIn Learning,Expert,Introduction to Expert Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://linkedinlearning.com/mobile-app-development/expert
SO2796,Beginner Software Engineering Course,Coursera,Beginner,Advanced Topics in Beginner Software Engineering Course,Hard,"software engineering, programming, coding, development",https://coursera.com/software-engineering/beginner
IO2797,Expert IoT Course,Udemy,Expert,Advanced Topics in Expert IoT Course,Hard,"IoT, internet of things, smart devices",https://udemy.com/iot/expert
MA2798,Beginner Machine Learning Course,Pluralsight,Beginner,Introduction to Beginner Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/beginner
DA2799,Expert Data Science Course,LinkedIn Learning,Expert,Introduction to Expert Data Science Course,Easy,"data science, big data, analysis, statistics",https://linkedinlearning.com/data-science/expert
CL2800,Intermediate Cloud Computing Course,Udemy,Intermediate,Advanced Topics in Intermediate Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://udemy.com/cloud-computing/intermediate
AI2801,Beginner AI Course,Google Developers,Beginner,Advanced Topics in Beginner AI Course,Hard,"AI, deep learning, machine learning",https://googledevelopers.com/ai/beginner
DE2802,Intermediate DevOps Course,LinkedIn Learning,Intermediate,Advanced Topics in Intermediate DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://linkedinlearning.com/devops/intermediate
WE2803,Intermediate Web Development Course,Udemy,Intermediate,Advanced Topics in Intermediate Web Development Course,Hard,"web development, frontend, backend, full-stack",https://udemy.com/web-development/intermediate
DE2804,Intermediate DevOps Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://googledevelopers.com/devops/intermediate
CL2805,Intermediate Cloud Computing Course,edX,Intermediate,Advanced Topics in Intermediate Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://edx.com/cloud-computing/intermediate
